=IMAGE("https://www.otsuka.co.jp/product/pocarisweat/images/125-100_f-off/pocali_500ml.jpg"),大塚製薬,スポーツ飲料,ポカリスエット ペットボトル 500ml
=IMAGE("https://www.otsuka.co.jp/product/ionwater/images/125-100_f-off/ionwater_500ml.jpg"),大塚製薬,スポーツ飲料,ポカリスエットイオンウォーター ペットボトル 500ml
=IMAGE("https://www.otsuka.co.jp/product/amino-value/images/169-106_f-off/amino_500ml_kinou.jpg"),大塚製薬,スポーツ飲料,アミノバリュー4000
=IMAGE("https://www.otsuka.co.jp/product/energen/images/125-100_f-off/energen_500ml.jpg"),大塚製薬,スポーツ飲料,エネルゲン ペットボトル500ml
=IMAGE("https://www.otsuka.co.jp/product/os1/images/125-100_f-off/os1_500ml.jpg"),大塚製薬,スポーツ飲料,オーエスワン ペットボトル 500ml
